name
['기타 치료·재활사 및 의료기사']
['기획·마케팅 사무원']
['김치·밑반찬 제조 종사원']
['낙농 종사원']
['내과의사']
['내선 전기공']
['냉·난방 설비 조작원']
['냉동·냉장·공조기 설치· 정비원']
['냉동·냉장·공조기 설치·정비원']
['네일아티스트']
['네트워크 시스템 개발자']
['네트워크관리자']
['노무사']
['노점 및 이동판매원']
['놀이치료사']
['농림어업 단순 종사원']
['농림어업 시험원']
['농업용 및 기타 기계장비 설치·정비원']
['농학연구원']
['단열공']
['단조기조작원']
['단조원']
['단조원 및 단조기조작원']
['대기환경기술자 및 연구원']
['대중무용수']
['대출 및 신용카드 모집인']
['대학 교수']
['대학 시간강사']
['대학교 총장 및 대학학장']
['데이터 전문가']
['데이터베이스개발자']
['도금·금속분무기 조작원']
['도로운송사무원']
['도료·농약품 화학공학기술자 및 연구원']
['도배공']
['도배공 및 유리 부착원']
['도시·교통 전문가']
['도시계획·설계가']
['도장원(도장기조작원)']
['디스플레이연구 및 개발자']
['떡 제조원']
['레크리에이션전문가']
['로봇공학 기술자 및 연구원']
['로봇공학기술자']
['리포터']
['마취병리과의사']
['마케팅·광고·홍보관리자']
['만화가']
['만화가 및 만화영화 작가']
['만화영화작가(애니메이터)']
['매표원 및 복권판매원']
['메이크업 아티스트 및 분장사']
['메이크업아티스트 ']
['모델']
['모바일앱개발자']
['모피·가죽의복 제조원']
['목재 가공기계 조작원']
['목제품 제조원']
['무역 사무원']
['무용가']
['문리학원강사']
['문화재보존원']
['물류사무원']
['물리치료사']
['물리학연구원']
['물품이동장비 설치·정비원']
['물품이동장비 조작원 (크레인·호이스트·지게차)']
['미디어 콘텐츠 디자이너']
['미용·여행·숙박·스포츠 관리자']
['미용사']
['미장공']
['바닥재 시공원']
['바텐더']
['바텐터']
['반도체공학기술자 및 연구원']
['반려동물 미용 및 관리 종사원']
['반려동물미용사']
['발전·배전 장치 조작원']
['발전설비기술자']
['방문 판매원']
['방사선과의사']
['방사선사']
['방송·통신·인터넷 케이블 설치·수리원']
['방송기자']
['방송송출장비기사']
['방송연출가']
['방송작가']
['방송장비 설치·수리원']
['방수공']
['방역원']
['방재 기술자 및 연구원']
['배관공']
['버스 운전원']
['번역가']
['법률 사무원']
['법무사 및 집행관']
['법원공무원']
['변리사']
['변호사']
['병무행정사무원']
['보건·의료관리자']
['보건교사']
['보건위생·환경 검사원']
['보건의료정보관리사']
['보육교사']
['보일러 설치·정비원']
['보조교사']
['보험 모집인 및 투자 권유 대행인']
['보험 심사원 및 사무원']
['보험·금융상품 개발자']
['보험관리자']
['보험대리인 및 중개인']
['보험모집인']
['보험보상사무원']
['보험상품개발자']
['보험심사원']
['부동산 컨설턴트 및 중개인']
['부동산중개인']
['부사관']
['분장사']
['비뇨기과의사']
['비누·화장품 화학공학기술자 및 연구원']
['비서']
['비파괴 검사원']
['빅데이터분석가']
['사무보조원']
['사무용 전자기기 설치·수리원']
['사서']
['사서 및 기록물 관리사']
['사진인화·현상기조작원(사진수정 포함)']
['사진작가 및 사진사']
['사회단체활동가']
['사회복지관리자']
['사회복지사']
['사회학연구원']
['산부인과의사']
['산업 안전원 및 위험 관리원']
['산업 전기공']
['산업안전원']
['상·하수도 처리장치 조작원']
['상담 전문가']
['상점 판매원']
['상품 기획자']
['상품 중개인 및 경매사']
['상품대여원']
['새시 조립·설치원']
['생명과학 시험원']
['생명과학 연구원']
['생물학연구원']
['생산·품질 사무원']
['생활지도원']
['섀시조립·설치원']
['석유·천연가스 제조 제어장치 조작원']
['석유화학공학기술자 및 연구원']
['선박 정비원']
['선박갑판원']
['선박객실승무원']
['선박교통관제사']
['선박기관사']
['선박승무원 및 관련 종사원 (선박객실 승무원 제외)']
['선박조립원']
['선장 및 항해사']
"['선장, 항해사 및 도선사']"
['섬유 제조기계 조작원']
['섬유공학 기술자 및 연구원']
['섬유공학 시험원']
['섬유공학기술자']
['성악가']
['성우']
['성형외과의사']
['세무사']
['세탁 기계 조작원']
['세탁원(다림질원)']
['소규모 상점 경영 및 일선 관리 종사원']
['소규모판매점장']
['소방공학 기술자 및 연구원']
['소방공학 시험원']
['소방관']
['소설가']
['소아과의사']
['소음진동기술자 및 연구원']
['속기사']
['손해사정사']
['송·배전설비기술자']
['수금원 및 신용 추심원']
['수산학연구원']
['수상운송사무원']
['수의사']
['수의사보조원']
['수질환경기술자 및 연구원']
['수학·통계학연구원']
['숙박시설 서비스원']
['스포츠 감독 및 코치']
['스포츠강사']
"['스포츠강사, 레크리에이션 강사 및 기타 관련 전문가']"
['스포츠트레이너']
['승강기 설치·정비원']
['시각 디자이너']
['시멘트·광물제품 생산기계 조작원']
['시설·특수 경비원']
['시스템 소프트웨어 개발자']
['식품·담배 등급원']
['식품공학 기술자 및 연구원']
['식품공학 시험원']
['신문기자']
['신발 제조기계 조작원 및 조립원']
['신용분석가']
['신용추심원']
['신호원 및 수송원']
['실내장식 디자이너']
['심리상담전문가']
['심리학연구원']
['아나운서']
['악기제조원 및 조율사']
['안경사']
['안과의사']
['안내·접수원']
['안내·접수원 및 전화교환원']
['안마사']
['안무가']
['약사']
['약학연구원']
['양식 조리사']
['양식원']
['양장·양복 제조원']
['어부 및 해녀']
['언어치료사']
['언어학연구원']
['에너지시험원']
['여행 사무원']
['여행 안내원 및 해설사']
['여행·호텔관리자']
['여행상품 개발자']
['여행안내원']
['역사학연구원']
['연구관리자']
['연극·뮤지컬배우']
['연극연출가']
['연예인매니저']
['연예인매니저 및 스포츠매니저']
['연주가']
['열차객실승무원']
['영상·녹화·편집 기사']
['영상그래픽디자이너']
['영양사']
['영업·판매관리자']
['영업기획·관리·지원사무원']
['영화감독']
['영화배우 및 탤런트']
['영화시나리오작가']
['예능강사']
['예술·디자인·방송관리자']
['예술치료사']
['오락시설서비스원']
['오토바이정비원']
['온라인 판매원']
['외과의사']
['외국어강사']
['외선 전기공']
['요양 보호사 및 간병인']
['요양간호사 및 간병인']
['용접기조작원']
['용접원']
['용접원 및 용접기조작원']
['우편물집배원']
['운송 사무원']
['운송관리자']
['운송장비 조립원']
['원예작물 재배원']
['원자력공학기술자']
['웨딩플래너']
['웹 개발자']
['웹 운영자']
['웹기획자']
['웹디자이너']
['웹방송전문가(콘텐츠제작자)']
['위관급 장교']
['위생사']
['위험관리원']
['유리·유리제품 생산기계 조작원']
['유리부착원']
['유치원 교사']
['유치원 원장 및 원감']
['육류·어패류·낙농품 가공기계 조작원']
['육아 도우미']
['은행 사무원']
['음료 제조기계 조작원']
['음료조리사']
['음식배달원']
['음식서비스관리자']
['음향·녹음 기사']
['응급구조사']
['응용 소프트웨어 개발자']
['의료코디네이터']
['의무기록사']
['의복·가죽·모피 수선원']
['의상디자이너']
['의약품공학기술자 및 연구원']
['의학연구원']
['이동전화기 수리원']
['이비인후과의사']
['이용사']
['인사·교육·훈련 사무원']
['인사·노무 전문가']
['인쇄기계 조작원']
['인적자원전문가']
['일반기계 조립원']
['일반의사']
['일식 조리사']
['임산물 채취 및 기타 임업 종사원']
['임상병리사']
['임상심리사']
['임학·산림학연구원']
['자동조립라인·산업용로봇 조작원']
['자동차 부품 조립원']
['자동차 영업원']
['자동차 정비원']
['자동차 조립원']
['자동차공학기술자']
['자동차부품조립·검사원']
['자산 운용가']
['자연 및 문화해설사']
['자연과학 연구원']
['자연과학시험원']
['자재·구매·물류 사무원']
['자재·구매사무원']
['자전거판매 및 수리원']
['작가']
['작곡가']
['작업치료사']
['잠수기능원']
['잡지기자']
['장례 지도사 및 장례 상담원']
['장학관·연구관 및 교육 전문가']
['재단사']
['재봉사']
['재활공학 기사']
['재활용 처리장치·소각로 조작원']
['전기 부품·제품 생산기계 조작원']
['전기·가스·수도관리자']
['전기·전자 부품·제품 조립원']
['전기·전자 설비 조작원']
['전기·전자공학 시험원']
['전기감리기술자']
['전기계측제어기술자']
['전기공학 기술자 및 연구원']
['전기기기·제품개발기술자 및 연구원']
['전기안전기술자']
['전산자료 입력원 및 사무 보조원']
['전자 부품·제품 생산기계 조작원']
['전자계측제어기술자']
['전자공학 기술자 및 연구원']
['전자제품 및 부품 개발기술자']
['전통건축기능원']
['점토제품 생산기계 조작원']
['점화·발파·화약관리원']
['정보보안 전문가']
['정보시스템 운영자']
['정보통신관리자']
['정보통신컨설턴트 및 감리원']
['정부·공공행정 전문가']
['정부행정관리자']
['정신과의사']
['정육원 및 도축원']
['정치학연구원']
['제과·제빵원']
['제관기조작원']
['제관원']
['제관원 및 제관기조작원']
['제도사']
['제도사(캐드원)']
['제분·도정기계조작원']
['제조·생산관리자']
['제품 디자이너']
['제품·광고 영업원']
['제품광고영업원']
['제화원']
['조각가']
['조경 기술자']
['조경원']
['조림·산림경영인 및 벌목원']
['조명·영사 기사']
['조명기사']
['조사 전문가']
['조선·해양공학기술자']
['조세행정 사무원']
['조적공 및 석재부설원']
['조적원']
['종이제품생산기계조작원']
['주방보조원']
['주방장']
['주방장 및 요리 연구가']
['주유원']
['주조기조작원']
['주조원']
['주조원 및 주조기조작원']
['주차관리·안내원']
['중·고등학교교사']
['중고등학교 교장 및 교감']
['중식 조리사']
['증권 사무원']
['증권·외환 딜러']
['증권딜러']
['지게차운전원']
['지리정보시스템전문가']
['지적 및 측량기술자']
['지질학연구원']
['지휘자']
"['지휘자, 작곡가 및 연주가']"
['직업상담사']
['직업운동선수']
['직조기·편직기 조작원']
['채소·특용 작물 재배원']
['천문·기상학연구원']
['철근공']
['철도·전동차 기관사']
['철도·지하철운송사무원']
['철도교통관제사']
['철도기관차·전동차 정비원']
['철로 설치·보수원']
['철학연구원']
['청능치료사']
['청소년 지도사']
['청소원']
['청원경찰']
['초등학교 교장 및 교감']
['초등학교교사']
['총무 사무원 및 대학 행정조교']
['총무사무원']
['촬영 기사']
['축산학·수의학연구원']
['출납창구 사무원']
['출판·자료편집사무원']
['출판물 전문가']
['출판물기획자']
['취업알선원']
['측량·지리정보 전문가']
['치과기공사']
['치과위생사']
['치과의사']
['컴퓨터 설치·수리원']
['컴퓨터 하드웨어 기술자 및 연구원']
['컴퓨터강사']
['컴퓨터시스템 전문가']
['컴퓨터시스템설계 및 분석가']
['콘크리트공']
['크레인·호이스트운전원']
['타이어·고무제품 생산기계 조작원']
['타일·대리석시공원']
['태양광발전연구 및 개발자']
['택배원']
['택시 운전원']
['텔레마케터']
['토목감리기술자']
['토목공학 기술자']
['토목구조설계기술자']
['토목시공기술자 및 견적원']
['토목안전·환경·품질기술자']
['토양환경기술자 및 연구원']
['통계 사무원']
['통신 기기·서비스 판매원']
['통신·방송송출 장비 기사']
['통신공학 기술자 및 연구원']
['통신기기·장비기술자']
['통신기술개발자 ']
['통신망운영기술자']
['통신장비 설치·수리원']
['통신장비기사']
['통역가']
['투자·신용 분석가']
['투자분석가']
['특수교육교사']
['판금기조작원']
['판금원']
['판금원 및 판금기조작원']
['판사']
['패션 디자이너']
['패션소품디자이너']
['패스트푸드준비원']
['패턴사']
['펄프·종이 제조장치 조작원']
['폐기물처리기술자']
['포장원']
['표백·염색기 조작원']
['품질관리사무원']
['풍력발전연구 및 개발자']
['프로게이머']
['플라스틱제품 생산기계 조작원']
['플랜트기계공학기술자']
['피부 및 체형 관리사']
['피부과의사']
['하역·적재 종사원']
['학습지·교육교구방문강사']
['학예사']
['학예사 및 문화재 보존원']
['한복 제조원']
['한식 조리사']
['한약사']
['한의사']
['항공공학기술자']
['항공교통관제사']
['항공기 객실승무원']
['항공기 정비원']
['항공기 조종사']
['항공운송사무원']
['해양경찰관']
['해외 영업원']
['행사 기획자']
['행정사']
['헬리콥터정비원']
['헬리콥터조종사']
['혼례 종사원']
['홀서빙원']
['홍보도우미 및 판촉원']
['화가']
['화가 및 조각가']
['화물차·특수차 운전원']
['화학공학 기술자 및 연구원']
['화학공학 시험원']
['화학물 가공장치 조작원']
['화학연구원']
['화학제품 생산기계 조작원 (고무·플라스틱 제외)']
['환경공학 기술자 및 연구원']
['환경공학 시험원']
['환경미화원 및 재활용품수거원']
['환경시험원']
['환경영향평가원']
['회계 사무원']
['회계사']
