job_title,texts
제임스짐 미화 여자샤워장 청소하실 분 구인 합니다.,"(최소 3년 0 개월 이상), 필수, 학력무관, 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 서울특별시, 송파구, 올림픽로4길 48, 프리마상가 지하1층 제임스짐 (잠실동), 청소원"
대모산입구역  4등급 여자 어르신 (요양보호사 선생님 모집),"학력무관, 기간의 정함이 없는 근로계약(시간(선택)제), 1명, 입사지원현황통계, 서울특별시, 강남구, 개포로109길 5, 대치아파트 (개포동, 대치아파트), 재가 요양보호사, 재가요양보호사"
(주)성림가스 관리팀 사원 채용,"학력무관, 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 경기도, 안성시, 원곡면 청원로 1798, 회계 사무원"
"주방직원 구합니다(칼판),(설겆이)","학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 제주특별자치도, 서귀포시, 신동로67번길 17  (서호동), 주방 보조원(일반 음식점), 설거지원, ,, 식당보조원"
4등급 어르신 케어할 요양보호사 모집,"학력무관, 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 경기도, 안산시, 단원구 선부로 89, . (선부동), 재가 요양보호사, 재가요양보호사, ,, 재가노인요양사"
군산간호대학교 실습조교(계약직) 채용 공고,"대졸(2~3년) ~ 대졸(4년), 기간의 정함이 있는 근로계약, 12개월, 1명, 입사지원현황통계, 전라북도, 군산시, 동개정길 7, 군산간호대학교 기획처, 기타 보건·의료 종사원"
[정규직] 정보통신공사/전기공사 공무직 채용(경력),"(최소 2년 0 개월 이상), 필수, 대졸(2~3년) ~ 대졸(4년), 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 경기도, 파주시, 조리읍 매봉재길 99-63, 백운전기통신, 전기공사 기술자(전기견적, 공무포함), 전기공사견적기술자, ,, 전기공무, ,, 전기대관업무사무원"
건축 현장 '공무_공사' 모십니다!,"(최소 5년 0 개월 이상), 우대, 학력무관, 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 경상남도, 거창군, 남상면 승강기단지4길 64, 남상면 대산리2424 승강기타워현장, 건축시공 기술자(건축견적, 공무포함), 건축공정관리기사, 건축공무담당자"
경비원 구인합니다(회사),"고졸 ~ 대졸(4년), 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 경기도, 화성시, 팔탄면 시청로 874-29, 건물 경비원(청사,학교,병원,상가,빌딩,공장 등), 공장경비원, 병원경비원"
5등급 치매어르신 케어해주실 요양보호사를 채용합니다.,"학력무관, 기간의 정함이 없는 근로계약(시간(선택)제), 1명, 입사지원현황통계, 전북특별자치도, 전주시, 완산구 따박골2길 7-12  (중화산동2가), 재가 요양보호사, 재가요양보호사"
신입사원-연구개발,"(최소 5년 0 개월 이상), 필수, 대졸(4년) ~ 석사, 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 서울특별시, 금천구, 가산디지털2로 70, 대륭테크노타운 19차  (가산동, 대륭테크노타운19차), 통신기기·장비 개발자 및 연구원, 무선중계장치개발설계기술자"
(농장) 과채/양채류 작물 재배/관리 근로자 채용,"학력무관, 기간의 정함이 없는 근로계약, 6명, 입사지원현황통계, 전라북도, 정읍시, 정우면 정우길 370-57, 채소·특용작물 재배원"
선원채용,"학력무관, 기간의 정함이 없는 근로계약, 3명, 입사지원현황통계, 경상북도, 울진군, 매화면 망양정로 61-3, 2층, 어업 단순 종사원"
주간보호센터 요양보호사 모집! (세종시)(공주시 인접),"간호드림 주간보호센터에서 어르신들을 케어해주실 요양보호사를 모집합니다.  채용 계획을 다음과 같이 공고하오니 유능한 인재의 많은 관심과 응시 바랍니다. 주 업무는 어르신 케어, 급여제공기록지작성, 센터 환경정리, 송영서비스, 프로그램 진행 등 입니다.     1. 채용분야 : 요양보호사 1명   2. 응시자격 : 요양보호사 자격증 소지자 - 운전면허 2종 자격증 소지자(실 운전 가능자)   3., 학력무관, 기간의 정함이 있는 근로계약, 3개월/ 계약기간 만료 후 상용직전환검토, 1명, 입사지원현황통계, 세종특별자치시, 장군면 장척로 430, 1층, 시설 요양보호사(노인요양사)"
신항만 동원글로벌터미널부산점 단순세척 모집,"학력무관, 기간의 정함이 있는 근로계약, 12개월/ 계약기간 만료 후 상용직전환검토, 2명, 입사지원현황통계, 경상남도, 창원시, 진해구 신항로 633  (연도동), 사업체 구내식당 급식 조리사"
[휴동물의료센터]- 주간 테크니션 모집,"학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 경기도, 성남시, 수정구 산성대로 309, 2층 (신흥동, 고려빌딩), 수의사 보조원(수의간호, 수의테크니션)"
신도림태영타운 경비원 모집,"학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계               	             		1명             		(장애인 병행채용), 서울특별시, 구로구, 새말로 93, 신도림태영타운 아파트 (구로동, 신도림태영타운), 아파트·빌라 경비원, 아파트경비원"
챔피언 키즈카페 [스타필드시티 위례점] 운영관리 매니저모집,"학력무관, 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 경기도, 하남시, 위례대로 200, 2층 2205호 (학암동, 스타필드시티 위례점), 테마파크 서비스원, 놀이시설안내원"
선원 모집,"학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 경상북도, 울진군, 울진읍 공세항길 19-53, 401 (맥스빌), 어업 단순 종사원"
GS25정왕군서점 근무자 모집,"중졸 ~ 고졸, 기간의 정함이 없는 근로계약(시간(선택)제), 1명, 입사지원현황통계, 경기도, 시흥시, 군서로42번길 21  (정왕동), 편의점 판매원, 편의점판매원"
보육교사(0세 담임/비담임교사) 채용합니다.,"학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 서울특별시, 강남구, 개포로 310, 104동 앞 (개포동, 디에이치퍼스티어아이파크), 보육교사, 어린이집교사"
재택근무 화상교사모니터링,"고졸, 기간의 정함이 있는 근로계약, 6개월, 1명, 입사지원현황통계               	             		1명             		             		(장애인만 채용), 서울특별시, 종로구, 청계천로 51-1  (관철동), 모니터 요원"
"상도동 재가요양보호사((치매수료필수), 5등급)/주5일","학력무관, 기간의 정함이 없는 근로계약(시간(선택)제), 1명, 입사지원현황통계, 서울특별시, 동작구, 상도로13다길 19, 1층 (상도동), 재가 요양보호사"
보은노인전문요양원 복지사업팀 사회복지사 채용공고,"대졸(2~3년) ~ 대졸(4년), 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 대구광역시, 서구, 국채보상로81안길 8, 1층 (비산동), 사회복지사(사회복지시설), 사회복지사(사회복지시설, 노인복지시설, 장애인복지시설 등), ,, 노인사회복지사"
품질파트 팀장급/팀원급 구인,"(최소 1년 0 개월 이상), 필수, 학력무관, 기간의 정함이 있는 근로계약, 12개월/ 계약기간 만료 후 상용직전환검토, 2명, 입사지원현황통계, 서울특별시, 강서구, 국회대로7길 63  (화곡동, 킴블스빌딩), 생산·품질 사무원 및 관리원(화학·섬유·의료)"
선원채용,"학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 경상북도, 울진군, 죽변면 죽변중앙로 221-13, 어업 단순 종사원"
선원 채용,"학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 경상북도, 울진군, 근남면 세포1길 1, 000, 어업 단순 종사원"
"프라임방재(주) 공사 및 용역관리, 공무  채용","(최소 2년 0 개월 이상), 우대, 대졸(2~3년) ~ 대졸(4년), 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 서울특별시, 강서구, 허준로 217  (가양동, 가양테크노타운 908호), 건축시공 기술자(건축견적, 공무포함), 건축공정관리기사, 건축공무담당자"
국민행복서비스단 일상돌봄 도시락서비스 제공인력 모집,"학력무관, 기간의 정함이 있는 근로계약(시간(선택)제), 3개월, 1명, 입사지원현황통계, 울산광역시, 북구, 명촌10길 32  (명촌동), 영양사"
요양보호사 1명 채용,"학력무관, 기간의 정함이 있는 근로계약(시간(선택)제), 12개월, 1명, 입사지원현황통계, 대구광역시, 동구, 동호로 132, 311동 (신서동, 영조아름다운나날), 재가 요양보호사, 재가요양보호사"
영업사원 모집(영양사 출신 우대),"대졸(2~3년) ~ 대졸(4년), 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 대구광역시, 북구, 환성정길 36, 2층 (서변동), 기타 판매 단순 종사원"
선원 채용,"학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 경상북도, 울진군, 죽변면 죽변중앙로 42, ., 어업 단순 종사원"
기계 조립 및 설치 (전기/PLC 우대) 모집합니다.,"학력무관, 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 경기도, 시흥시, 마유로132번길 114, 정왕동1384-5(시화공단3라506호) (정왕동), 기타 공업기계 설치·정비원"
길음래미안3차@ 4급할머니 9:30~12:30 주5일/ 재가,"학력무관, 기간의 정함이 없는 근로계약(시간(선택)제), 1명, 입사지원현황통계, 서울특별시, 성북구, 길음로 20   상세주소 임의기재, 재가 요양보호사"
선원채용,"학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 경상북도, 울진군, 죽변면 죽변2길 163-12, 선박 갑판원 및 관련 종사원"
선원채용,"학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 경상북도, 울진군, 매화면 오산무릉길 15-14, 선박 갑판원 및 관련 종사원"
선원채용,"학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 경상북도, 울진군, 매화면 오산무릉길 5-8, 선박 갑판원 및 관련 종사원, 선원"
선원 모집,"학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 경상북도, 울진군, 매화면 망양정로 295-7, 선박 갑판원 및 관련 종사원"
방사선사 정규직 채용합니다.(경력무관),"■ 모집부문 및 상세내용  공통 자격요건 ∙ 학력 : 무관  방사선사 1명  지원자격 ∙경력 : 무관(신입도 지원 가능)(사원급) ∙기타필수 사항 : 방사선사 면허증 필수  ■, 대졸(2~3년), 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 경상남도, 거창군, 거창읍 거창대로 73, 2층 튼튼의원, 방사선사, 방사선사"
"프라임방재(주) 공사 및 용역관리, 공무  채용","(최소 2년 0 개월 이상), 우대, 대졸(2~3년) ~ 대졸(4년), 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 서울특별시, 강서구, 허준로 217  (가양동, 가양테크노타운 908호), 건축시공 기술자(건축견적, 공무포함), 건축공정관리기사, 건축공무담당자"
국민행복서비스단 일상돌봄 도시락서비스 제공인력 모집,"학력무관, 기간의 정함이 있는 근로계약(시간(선택)제), 3개월, 1명, 입사지원현황통계, 울산광역시, 북구, 명촌10길 32  (명촌동), 영양사"
요양보호사 1명 채용,"학력무관, 기간의 정함이 있는 근로계약(시간(선택)제), 12개월, 1명, 입사지원현황통계, 대구광역시, 동구, 동호로 132, 311동 (신서동, 영조아름다운나날), 재가 요양보호사, 재가요양보호사"
선원 채용,"학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 경상북도, 울진군, 죽변면 죽변중앙로 42, ., 어업 단순 종사원"
영업사원 모집(영양사 출신 우대),"대졸(2~3년) ~ 대졸(4년), 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 대구광역시, 북구, 환성정길 36, 2층 (서변동), 기타 판매 단순 종사원"
기계 조립 및 설치 (전기/PLC 우대) 모집합니다.,"학력무관, 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 경기도, 시흥시, 마유로132번길 114, 정왕동1384-5(시화공단3라506호) (정왕동), 기타 공업기계 설치·정비원"
길음래미안3차@ 4급할머니 9:30~12:30 주5일/ 재가,"학력무관, 기간의 정함이 없는 근로계약(시간(선택)제), 1명, 입사지원현황통계, 서울특별시, 성북구, 길음로 20   상세주소 임의기재, 재가 요양보호사"
선원채용,"학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 경상북도, 울진군, 죽변면 죽변2길 163-12, 선박 갑판원 및 관련 종사원"
선원채용,"학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 경상북도, 울진군, 매화면 오산무릉길 15-14, 선박 갑판원 및 관련 종사원"
선원채용,"학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 경상북도, 울진군, 매화면 오산무릉길 5-8, 선박 갑판원 및 관련 종사원, 선원"
선원 모집,"학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 경상북도, 울진군, 매화면 망양정로 295-7, 선박 갑판원 및 관련 종사원"
방사선사 정규직 채용합니다.(경력무관),"■ 모집부문 및 상세내용  공통 자격요건 ∙ 학력 : 무관  방사선사 1명  지원자격 ∙경력 : 무관(신입도 지원 가능)(사원급) ∙기타필수 사항 : 방사선사 면허증 필수  ■, 대졸(2~3년), 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 경상남도, 거창군, 거창읍 거창대로 73, 2층 튼튼의원, 방사선사, 방사선사"
선원 채용,"학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 경상북도, 울진군, 죽변면 죽변중앙로 167-1, 어업 단순 종사원"
선원 모집,"학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 경상북도, 울진군, 죽변면 죽변중앙로 104-5, 선박 갑판원 및 관련 종사원"
선원채용,"학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 경상북도, 울진군, 근남면 망양정로 457-5, 왕돌초수산, 어업 단순 종사원"
"품질관리부 사원, 대리모집","학력무관, 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 경기도, 화성시, 동탄산단9길 24, 진양엠티에스 (방교동), 생산·품질 사무원 및 관리원(그 외 분야)"
"(베트남 근무 가능자) 산업용 테이프 영업 경력직 과장,차장급 모집","(최소 5년 0 개월 이상), 우대, 대졸(2~3년), 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 경기도, 화성시, 동탄산단9길 24, 진양엠티에스 (방교동), 화학제품 기술영업원, 화학제품기술영업"
(외동읍)현대IHL 사내식당 석식 조리보조 모집 공고,"학력무관, 기간의 정함이 없는 근로계약(시간(선택)제), 1명, 입사지원현황통계, 경상북도, 경주시, 외동읍 문산공단길 215, 현대IHL 내 구내식당, 단체 급식 보조원, 단체급식보조원, ,, 구내식당 보조원"
울산대학교 산학협력단 산학연구기획팀 계약직원 채용 공고,"<울산대학교 산학협력단 직원 채용 공고>   1.채용직종 및 인원  가. 직종: 계약직원  나. 담당업무: 산학연구기획팀 행정업무, 산학협력 기획 관리 업무 지원  다. 자격: 석사학위 이상 소지자(박사학위 이상 소지자 우대)  라. 채용인원: 1명  마. 임용 예정일 : 2024.5.16, 석사 ~ 박사, 기간의 정함이 있는 근로계약, 12개월, 1명, 입사지원현황통계, 울산광역시, 남구, 대학로 93  (무거동), 총무 및 일반 사무원"
심리상담사 모집,"(최소 1년 0 개월 이상), 필수, 학력무관, 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 충청북도, 보은군, 속리산면 속리산로 699, 심리상담 전문가, 심리상담전문가, ,, 상담프로그램운영자, ,, 정신건강심리상담사, ,, 재활상담사"
[생산부사원모집] [단순소분포장가공] [평일] [외국인 및 신입 환영],"학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 인천광역시, 중구, 연안부두로107번길 15-12, 5층 (항동7가), 식품 분야 단순 종사원, 식품분야 단순노무자"
[본사직영점]하이모 스타일리스트 모집(춘천지점),"● 모집부문 : 스타일리스트(헤어디자이너)  ● 담당업무 - 위그(가발) 디자인 및 피팅 - 고객 헤어 관리 및 위그제품 스타일링 - 커트, 염색, 코팅, 펌 등 1:1 맞춤 관리  ● 자격요건 - 학력 : 고졸 이상 - 경력 : 신입/경력 2년 이상 - 필수사항 : 이•미용사 자격증 또는 미용면허증  ●, 고졸 ~ 대졸(4년), 기간의 정함이 있는 근로계약, 3개월/ 계약기간 만료 후 상용직전환검토, 1명, 입사지원현황통계, 강원특별자치도, 춘천시, 경춘로 2364, 5층 (온의동, 타워빌딩), 미용사, 미용사, ,, 헤어디자이너"
고잔동 4등급 어르신 요양보호사 구인,"(최소 2년 0 개월 이상), 우대, 학력무관, 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 경기도, 안산시, 단원구 당곡1로 9, 532동 (고잔동, 주공아파트), 재가 요양보호사, 재가요양보호사"
나이트 전담 간호사 구인합니다.,"학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 광주광역시, 남구, 대남대로 131, 4층, 간호사"
재가 요양보호사,"(최소 0년 6 개월 이상), 우대, 학력무관, 기간의 정함이 없는 근로계약(시간(선택)제), 1명, 입사지원현황통계, 경상북도, 포항시, 북구 성실로 55, *** (장성동, 현진에버빌1단지아파트), 재가 요양보호사, 재가요양보호사"
생산관리직  신입직원 구합니다,"학력무관, 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 부산광역시, 강서구, 녹산산단261로74번길 42, 1층 (송정동, 25B-7L), 생산·품질 사무원 및 관리원(그 외 분야)"
재가 요양보호사,"(최소 0년 6 개월 이상), 우대, 학력무관, 기간의 정함이 없는 근로계약(시간(선택)제), 1명, 입사지원현황통계, 경상북도, 포항시, 북구 흥해읍 중성로52번길 13, *** (남성타운), 재가 요양보호사, 재가노인요양사"
미니굴삭기 포크레인 굴착기  5년이상 경력기사 모집.,"(최소 5년 0 개월 이상), 필수, 학력무관, 기간의 정함이 있는 근로계약, 3개월/ 계약기간 만료 후 상용직전환검토, 1명, 입사지원현황통계, 경기도, 수원시, 팔달구 인계로124번길 37  (인계동), 굴착기(굴삭기,포클레인) 운전원, 굴삭기운전원, ,, 포크레인운전원, ,, 뿌레카운전원, ,, 크라샤운전원"
전기공사 현장 정규직 1인 모집 (초보환영),"학력무관, 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 부산광역시, 동래구, 충렬대로428번가길 30-4, (주)동경이엔지 (안락동), 내선 전기공(건물 내 전기공사원), 건축전기원"
농우바이오 생산관리본부 의성농장 현장보조직 2명 모집,"학력무관, 기간의 정함이 있는 근로계약, 24개월/ 계약기간 만료 후 상용직전환검토, 2명, 입사지원현황통계, 경상북도, 의성군, 점곡면 동변길 294, 농우바이오 생산관리본부 증식팀 의성농장, 농업 단순 종사원, 농업단순노무자"
자동차부품 제조 현장 구인(생산직),"학력무관, 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 경기도, 안산시, 단원구 산단로35번길 76, 안산피엠협화단지내 명진금속공업(주) (목내동), 도금·금속분무기 조작원, 전기도금원"
요양보호사 채용,"학력무관, 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 경상남도, 거창군, 마리면 빼재로 419, 엘림의집, 시설 요양보호사(노인요양사), 요양보호사, ,, 노인요양사, ,, 노인요양보호사, ,, 실버시터"
강촌스마트팜 사무원 채용합니다.,"강촌축산과 함께할 사무원을 모집합니다. 담당업무 : 문서작성, 비용정산, 행정업무,물품구매 등 (자세한 사항은 면접시 설명드리겠습니다^^) 지원자격: 엑셀 사용 가능자, 자차소지자 우대, 학력무관, 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 경상북도, 의성군, 다인면 상주다인로 1046-32, 강촌스마트팜, 총무 및 일반 사무원, 총무사무원, ,, 일반사무원, ,, 일반관리사무원, ,, 업무지원사무원"
섬유 생산직 직원 채용,"학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 경상북도, 고령군, 성산면 개경포로 2091, 대경세이프티, 기타 직조기·편직기 조작원(정단,정경,연경,통경기 등), 정단원, 방축가공기조작원"
빵제조업체로 생산 직원 채용,"학력무관, 기간의 정함이 없는 근로계약, 3명, 입사지원현황통계, 전라북도, 부안군, 행안면 옥여길 32-76, 주식회사대신에프에스, 과자·빵·떡·캔디·초콜릿 제조기계 조작원"
"철구조물공사업 경력직 채용(공사, 공무)","(최소 1년 0 개월 이상), 우대, 학력무관, 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 경기도, 안산시, 단원구 광덕2로 194-4  (고잔동), 건축시공 기술자(건축견적, 공무포함), 건축시공기술개발 및 연구원, 건축적산원"
가축 사육(양돈) 근로자 채용,"학력무관, 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 경기도, 이천시, 부발읍 황무로1719번길 214-78, 주영농장, 가축 사육 종사원, 양돈업자"
케어링 방문요양센터 경북 의성점 방문 사회복지사 모집,"학력무관, 기간의 정함이 있는 근로계약, 3개월/ 계약기간 만료 후 상용직전환검토, 1명, 입사지원현황통계               	             		1명             		(장애인 병행채용), 경상북도, 의성군, 의성읍 문소3길 115, 사회복지사"
연구원 모집,"저희 (주)에스.피.씨는 창업이래 내열성 고분자 개발에 주력하여 왔습니다. Epoxy resin을 응용한 Insulation varnish,  Electrical/electronic  parts, composite등의 관련 제품을 생산하고 있으며, 1997년에는 국내 최초로 Pultrusion용 Epoxy resin을 개발 하였으며, 1999년에는 Polyimide resin의 액상화에 성공하여 무용제형 Thermal index C-class의 Insulation varnish를 개발하였습니다.  당사는 ""인간중심"", ""기술중심""의 경영이념 하에 끊임없는 연구/개발과 국내의 기간산업에서 필요로 하는 기능성 고분자 개발에 주력하고 있으며, 변화하는 산업구조에 대처하기 위하여 창조적이고, 사명감을 갖는 인재 육성과 고객중심을 정책으로 하여, 신제품 개발에 최선을 다하고 있습니다. 언제나 고객과 함께 호흡 하면서 기간산업의 한 축을 담당 할 연구원을 모집합니다.  [화학] -  화학 및 화학 관련학과 졸업자  -  영어 능통자 우대  -. 모집분야 : 유기 고분자 분석, 합성실험 및 개발업무 -. 모집인원 : 2명, 정규직(수습3개월), 신입 및 경력 -. 자격조건: 화학, 화학공학 관련학과 졸업자 및 졸업예정자, 군필자 -., 학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 인천광역시, 연수구, 갯벌로 103, 주)에스피씨 (송도동), 화학공학 시험원, 화학시험원, ,, 화학분석원"
머시닝센터(MCT)조작원,"(최소 5년 0 개월 이상), 필수, 학력무관, 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 경기도, 이천시, 대월면 대평로214번길 108, 머시닝센터(MCT) 조작원, 머시닝가공원, ,, MTC(머시닝센터)프로그래머, ,, MCT 기능원, ,, MCT운영자"
건설자재시험자 구함,"(최소 3년 0 개월 이상), 우대, 고졸 ~ 대졸(2~3년), 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 경기도, 안산시, 상록구 사사안골3길 9  (사사동), 건설자재 시험원, 건설자재시험원, ,, 건설재료시험기사, ,, 건축재료시험원"
"[병역특례-보충역] 생산,포장직 사원모집 (기숙사제공)","학력무관, 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 경기도, 이천시, 신둔면 원적로290번길 107, 제조 단순 종사원"
경비원 모집,"학력무관, 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 경상북도, 칠곡군, 석적읍 석적로 955-19, 우방신천지타운 (우방신천지아파트), 아파트·빌라 경비원, 아파트경비원"
"영업관리팀 직원모집(수출,입 및 영업 지원-신입 및 경력))","대졸(2~3년) ~ 대졸(4년), 기간의 정함이 없는 근로계약, 2명, 입사지원현황통계, 부산광역시, 강서구, 녹산산단27로 105-14, 영업 기획·관리·지원 사무원, 영업관리사무원"
알곤용접사 정규직 모집합니다. (경력 우대/초보 가능),"학력무관, 기간의 정함이 없는 근로계약, 3명, 입사지원현황통계, 경기도, 이천시, 부발읍 황무로2065번길 72-183, 전기용접원(아크,알곤,티그용접원), 전기용접원, 알곤용접원, ,, 쇼트용접원, 알곤용접기능원"
방문요양 요양보호사 모집합니다.,"학력무관, 기간의 정함이 없는 근로계약(시간(선택)제), 5명, 입사지원현황통계, 경상남도, 거창군, 가조면 가조가야로 1093 1101-14, 2층 나누리재가복지센터, 재가 요양보호사, 재가요양보호사"
정비 기능사 모십니다,"(최소 3년 0 개월 이상), 우대, 학력무관, 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 경기도, 이천시, 경충대로 2938, 자동차 경정비원, 자동차오일교환원, ,, 카센터경정비원, ,, 자동차정비 보조원"
[종로/한국씨티은행(본점)] 기업 인터넷뱅킹 고객지원(IT Help Desk) 담당자 채용,"IT·기술영업,인바운드상담원,금융영업, 무관, 대졸(2~3년), 정규직, 1명, 서울 종로구, 근무형태 :, 주 5일 근무, 국민연금, 건강보험, 고용보험, 산재보험, 퇴직연금, 자녀학자금, ,, 경조휴가, 보건휴가, 연차제도, 주5일제, 각종 기념일 선물, 경조금, 야간근로수당, 연월차제도수당, 우수사원 포상제도, 인센티브, 자기개발 지원, 장기근속 포상, 휴식공간, 휴양시설, 채용담당자의 개인정보(연락처, 이메일)는 채용 및 취업을 위해서 제공된 정보입니다., 이외의 목적으로 사용시 징역·벌금에 처할 수 있습니다., 채용담당자, 위 개인정보(연락처 및 이메일 등)는 채용 및 취업을 위해서 제공된 정보입니다. 용도 이외의 목적(영리목적의 광고, 자격증 대여 문의 등)으로 사용할 경우 개인정보보호법 위반으로, 5년 이하의 징역 또는 5천만원 이하의 벌금에 처할 수 있습니다., 거짓 구인정보 신고"
신촌세브란스병원 외래/검사실/수술실/간호보조 채용,"간호조무사,병원코디네이터,원무행정, 무관, 고졸, 계약직, ○○명, 서울 서대문구, 수도권 2호선, 신촌역, 3번출구, 1.0km (도보 15분), 근무형태 :, 주 5일 근무, 국민연금, 건강보험, 고용보험, 산재보험, 퇴직연금, 경조휴가, 노동절 휴무, 연차제도, 주5일제, 구내식당, 채용담당자의 개인정보(연락처, 이메일)는 채용 및 취업을 위해서 제공된 정보입니다., 이외의 목적으로 사용시 징역·벌금에 처할 수 있습니다., 채용담당자, 위 개인정보(연락처 및 이메일 등)는 채용 및 취업을 위해서 제공된 정보입니다. 용도 이외의 목적(영리목적의 광고, 자격증 대여 문의 등)으로 사용할 경우 개인정보보호법 위반으로, 5년 이하의 징역 또는 5천만원 이하의 벌금에 처할 수 있습니다., 거짓 구인정보 신고"
[신입/경력] 신촌세브란스병원 비서/사무행정 채용,"사무보조,비서,회계담당자, 무관, 고졸, 계약직, ○○명, 서울 서대문구, 수도권 2호선, 신촌역, 2번출구, 1.0km (도보 15분), 근무형태 :, 주 5일 근무, 국민연금, 건강보험, 고용보험, 산재보험, 퇴직연금, 경조휴가, 노동절 휴무, 연차제도, 주5일제, 구내식당, 채용담당자의 개인정보(연락처, 이메일)는 채용 및 취업을 위해서 제공된 정보입니다., 이외의 목적으로 사용시 징역·벌금에 처할 수 있습니다., 채용담당자, 위 개인정보(연락처 및 이메일 등)는 채용 및 취업을 위해서 제공된 정보입니다. 용도 이외의 목적(영리목적의 광고, 자격증 대여 문의 등)으로 사용할 경우 개인정보보호법 위반으로, 5년 이하의 징역 또는 5천만원 이하의 벌금에 처할 수 있습니다., 거짓 구인정보 신고"
관리부_경리회계.총무인사  사무원을 모집합니다.,"(최소 1년 0 개월 이상), 우대, 학력무관, 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 경기도, 이천시, 백사면 원적로 942-19, 경리 사무원(제조), 제조업전표정리원, ,, 제조업4대보험경리, ,, 제조업매입매출경리, ,, 제조업경리"
골프장 용역 관리직 모집(이천),"학력무관, 기간의 정함이 없는 근로계약, / 파견근로 희망, 1명, 입사지원현황통계, 경기도, 이천시, 호법면 장자터로 115, 골프장 캐디, 골프진행도우미"
"건설,채굴 기타 가공분야 단순종사원","학력무관, 기간의 정함이 없는 근로계약, 1명, 입사지원현황통계, 경상남도, 거창군, 주상면 새터길 197, 건설·채굴 단순 종사원, 건설현장신호수, ,, 대리석운반원, ,, 건설자재정리원, ,, 잡부, ,, 건설현장정리원"
